Delivery Date,Hour Ending,Settlement Point,RTM Price,DAM Price
2023-01-01,13,LZ_SOUTH,13.82,15.02
2023-01-01,13,LZ_WEST,30.68,20.71
2023-01-01,14,LZ_HOUSTON,21.97,18.26
2023-01-01,14,LZ_NORTH,20.78,18.29
2023-01-01,14,LZ_SOUTH,18.12,16.06
2023-01-01,14,LZ_WEST,63.34,21.42
2023-01-01,15,LZ_HOUSTON,41.51,19.52
2023-01-01,15,LZ_NORTH,39.99,19.67
2023-01-01,15,LZ_SOUTH,42.97,16.54
2023-01-01,15,LZ_WEST,96.15,22.7
2023-01-01,16,LZ_HOUSTON,24.23,17.24
2023-01-01,16,LZ_NORTH,24.06,17.39
2023-01-01,16,LZ_SOUTH,25.73,15.17
2023-01-01,16,LZ_WEST,31.97,21.1
2023-01-01,17,LZ_HOUSTON,45.82,25.1
2023-01-01,17,LZ_NORTH,45.81,25.48
2023-01-01,17,LZ_SOUTH,45.83,20.2
2023-01-01,17,LZ_WEST,46.1,30.82
2023-01-01,18,LZ_HOUSTON,37.03,33.19
2023-01-01,18,LZ_NORTH,37.03,33.85
2023-01-01,18,LZ_SOUTH,37.03,25.72
2023-01-01,18,LZ_WEST,37.03,45.43
2023-01-01,19,LZ_HOUSTON,26.62,23.89
2023-01-01,19,LZ_NORTH,26.62,24.74
2023-01-01,19,LZ_SOUTH,26.62,17.36
2023-01-01,19,LZ_WEST,26.62,38.13
2023-01-01,20,LZ_HOUSTON,8.28,18.34
2023-01-01,20,LZ_NORTH,8.26,19.3
2023-01-01,20,LZ_SOUTH,7.98,12.01
2023-01-01,20,LZ_WEST,8.26,27.47
2023-01-01,21,LZ_HOUSTON,7.9,16.1
2023-01-01,21,LZ_NORTH,7.9,17.05
2023-01-01,21,LZ_SOUTH,7.87,10.17
2023-01-01,21,LZ_WEST,7.9,24.0
2023-01-01,22,LZ_HOUSTON,10.84,16.74
2023-01-01,22,LZ_NORTH,10.84,17.89
2023-01-01,22,LZ_SOUTH,10.81,11.11
2023-01-01,22,LZ_WEST,10.84,23.26
2023-01-01,23,LZ_HOUSTON,2.42,13.76
2023-01-01,23,LZ_NORTH,2.42,15.04
2023-01-01,23,LZ_SOUTH,2.41,8.02
2023-01-01,23,LZ_WEST,2.42,16.3
2023-01-01,24,LZ_HOUSTON,-1.48,9.7
2023-01-01,24,LZ_NORTH,-1.49,10.51
2023-01-01,24,LZ_SOUTH,-1.56,4.0
2023-01-01,24,LZ_WEST,-1.49,10.69
2023-01-02,1,LZ_HOUSTON,-2.59,9.57
2023-01-02,1,LZ_NORTH,-2.6,9.91
2023-01-02,1,LZ_SOUTH,-2.69,0.82
2023-01-02,1,LZ_WEST,-2.6,15.94
2023-01-02,2,LZ_HOUSTON,-5.46,5.02
2023-01-02,2,LZ_NORTH,-5.46,5.41
2023-01-02,2,LZ_SOUTH,-5.48,-2.54
2023-01-02,2,LZ_WEST,-5.46,11.33
2023-01-02,3,LZ_HOUSTON,-26.01,3.85
2023-01-02,3,LZ_NORTH,-26.01,4.63
2023-01-02,3,LZ_SOUTH,-26.01,-4.26
2023-01-02,3,LZ_WEST,-26.01,10.38
2023-01-02,4,LZ_HOUSTON,-30.75,3.72
2023-01-02,4,LZ_NORTH,-30.75,4.54
2023-01-02,4,LZ_SOUTH,-30.75,-4.15
2023-01-02,4,LZ_WEST,-30.75,10.83
2023-01-02,5,LZ_HOUSTON,-30.56,7.37
2023-01-02,5,LZ_NORTH,-30.56,7.86
2023-01-02,5,LZ_SOUTH,-30.56,-1.66
2023-01-02,5,LZ_WEST,-30.56,15.42
2023-01-02,6,LZ_HOUSTON,-10.27,8.84
2023-01-02,6,LZ_NORTH,-10.27,10.05
2023-01-02,6,LZ_SOUTH,-10.3,0.88
2023-01-02,6,LZ_WEST,-10.27,20.34
2023-01-02,7,LZ_HOUSTON,-2.2,12.93
2023-01-02,7,LZ_NORTH,-2.2,14.44
2023-01-02,7,LZ_SOUTH,-2.41,2.55
2023-01-02,7,LZ_WEST,-2.21,24.72
2023-01-02,8,LZ_HOUSTON,1.53,15.92
2023-01-02,8,LZ_NORTH,1.51,17.29
2023-01-02,8,LZ_SOUTH,0.91,6.02
2023-01-02,8,LZ_WEST,1.5,27.36
2023-01-02,9,LZ_HOUSTON,10.7,17.75
2023-01-02,9,LZ_NORTH,10.64,19.29
2023-01-02,9,LZ_SOUTH,9.26,7.22
2023-01-02,9,LZ_WEST,10.61,26.4
2023-01-02,10,LZ_HOUSTON,23.75,18.73
2023-01-02,10,LZ_NORTH,24.49,20.2
2023-01-02,10,LZ_SOUTH,17.9,8.1
2023-01-02,10,LZ_WEST,24.54,24.45
2023-01-02,11,LZ_HOUSTON,19.83,18.68
2023-01-02,11,LZ_NORTH,20.38,20.18
2023-01-02,11,LZ_SOUTH,16.0,10.95
2023-01-02,11,LZ_WEST,20.49,24.58
2023-01-02,12,LZ_HOUSTON,19.09,19.41
2023-01-02,12,LZ_NORTH,19.3,20.64
2023-01-02,12,LZ_SOUTH,24.97,14.94
2023-01-02,12,LZ_WEST,19.4,25.43
2023-01-02,13,LZ_HOUSTON,10.17,18.57
2023-01-02,13,LZ_NORTH,10.23,19.51
2023-01-02,13,LZ_SOUTH,11.94,13.62
2023-01-02,13,LZ_WEST,10.26,23.07
2023-01-02,14,LZ_HOUSTON,14.78,14.93
2023-01-02,14,LZ_NORTH,15.66,15.63
2023-01-02,14,LZ_SOUTH,19.8,13.26
2023-01-02,14,LZ_WEST,7.59,19.09
2023-01-02,15,LZ_HOUSTON,17.57,13.04
2023-01-02,15,LZ_NORTH,17.04,13.0
2023-01-02,15,LZ_SOUTH,23.9,13.04
2023-01-02,15,LZ_WEST,0.71,15.41
2023-01-02,16,LZ_HOUSTON,24.28,14.26
2023-01-02,16,LZ_NORTH,17.97,12.9
2023-01-02,16,LZ_SOUTH,37.6,15.05
2023-01-02,16,LZ_WEST,2.0,13.38
2023-01-02,17,LZ_HOUSTON,16.77,17.01
2023-01-02,17,LZ_NORTH,11.29,17.18
2023-01-02,17,LZ_SOUTH,26.62,17.76
2023-01-02,17,LZ_WEST,0.91,18.04
2023-01-02,18,LZ_HOUSTON,31.5,33.58
2023-01-02,18,LZ_NORTH,25.27,33.39
2023-01-02,18,LZ_SOUTH,40.07,34.36
2023-01-02,18,LZ_WEST,2.52,43.48
2023-01-02,19,LZ_HOUSTON,61.39,24.75
2023-01-02,19,LZ_NORTH,61.15,24.2
2023-01-02,19,LZ_SOUTH,54.0,23.74
2023-01-02,19,LZ_WEST,61.03,29.81
2023-01-02,20,LZ_HOUSTON,47.95,18.63
2023-01-02,20,LZ_NORTH,47.75,17.82
2023-01-02,20,LZ_SOUTH,41.94,17.16
2023-01-02,20,LZ_WEST,47.65,18.46
2023-01-02,21,LZ_HOUSTON,36.99,17.47
2023-01-02,21,LZ_NORTH,36.83,16.43
2023-01-02,21,LZ_SOUTH,31.77,16.85
2023-01-02,21,LZ_WEST,36.75,15.17
2023-01-02,22,LZ_HOUSTON,31.47,16.91
2023-01-02,22,LZ_NORTH,31.44,16.45
2023-01-02,22,LZ_SOUTH,30.56,16.47
2023-01-02,22,LZ_WEST,31.42,19.56
2023-01-02,23,LZ_HOUSTON,19.09,15.1
2023-01-02,23,LZ_NORTH,19.06,14.82
2023-01-02,23,LZ_SOUTH,18.3,15.23
2023-01-02,23,LZ_WEST,19.05,16.78
2023-01-02,24,LZ_HOUSTON,12.36,9.96
2023-01-02,24,LZ_NORTH,12.5,9.68
2023-01-02,24,LZ_SOUTH,16.18,10.16
2023-01-02,24,LZ_WEST,12.56,13.49
2023-01-03,1,LZ_HOUSTON,2.76,11.54
2023-01-03,1,LZ_NORTH,2.74,11.23
2023-01-03,1,LZ_SOUTH,2.27,11.91
2023-01-03,1,LZ_WEST,2.73,19.47
2023-01-03,2,LZ_HOUSTON,1.46,8.58
2023-01-03,2,LZ_NORTH,1.44,8.25
2023-01-03,2,LZ_SOUTH,1.11,8.63
2023-01-03,2,LZ_WEST,1.44,15.54
2023-01-03,3,LZ_HOUSTON,-2.33,4.56
2023-01-03,3,LZ_NORTH,-2.33,4.21
2023-01-03,3,LZ_SOUTH,-2.33,4.96
2023-01-03,3,LZ_WEST,-2.33,12.92
2023-01-03,4,LZ_HOUSTON,-1.18,9.49
2023-01-03,4,LZ_NORTH,-1.18,9.15
2023-01-03,4,LZ_SOUTH,-1.18,9.81
2023-01-03,4,LZ_WEST,-1.18,17.22
2023-01-03,5,LZ_HOUSTON,0.57,11.42
2023-01-03,5,LZ_NORTH,0.57,11.07
2023-01-03,5,LZ_SOUTH,0.57,11.76
2023-01-03,5,LZ_WEST,0.57,20.12
2023-01-03,6,LZ_HOUSTON,2.63,16.34
2023-01-03,6,LZ_NORTH,2.63,15.97
2023-01-03,6,LZ_SOUTH,2.63,16.68
2023-01-03,6,LZ_WEST,2.63,25.26
2023-01-03,7,LZ_HOUSTON,12.04,20.62
2023-01-03,7,LZ_NORTH,12.04,20.44
2023-01-03,7,LZ_SOUTH,12.04,20.84
2023-01-03,7,LZ_WEST,12.04,28.56
2023-01-03,8,LZ_HOUSTON,20.99,28.31
2023-01-03,8,LZ_NORTH,20.99,28.17
2023-01-03,8,LZ_SOUTH,20.99,28.49
2023-01-03,8,LZ_WEST,20.99,35.91
2023-01-03,9,LZ_HOUSTON,17.17,20.55
2023-01-03,9,LZ_NORTH,17.17,20.92
2023-01-03,9,LZ_SOUTH,17.17,20.73
2023-01-03,9,LZ_WEST,17.17,27.79
2023-01-03,10,LZ_HOUSTON,50.53,16.44
2023-01-03,10,LZ_NORTH,50.53,16.54
2023-01-03,10,LZ_SOUTH,50.53,16.55
2023-01-03,10,LZ_WEST,50.53,21.25
2023-01-03,11,LZ_HOUSTON,24.91,14.41
2023-01-03,11,LZ_NORTH,24.91,14.34
2023-01-03,11,LZ_SOUTH,24.91,14.54
2023-01-03,11,LZ_WEST,24.91,16.02
2023-01-03,12,LZ_HOUSTON,17.07,13.78
2023-01-03,12,LZ_NORTH,17.07,13.39
2023-01-03,12,LZ_SOUTH,17.07,14.13
2023-01-03,12,LZ_WEST,17.07,14.18
2023-01-03,13,LZ_HOUSTON,39.5,15.0
2023-01-03,13,LZ_NORTH,39.83,14.48
2023-01-03,13,LZ_SOUTH,38.92,15.46
2023-01-03,13,LZ_WEST,38.94,13.67
2023-01-03,14,LZ_HOUSTON,24.79,15.68
2023-01-03,14,LZ_NORTH,25.07,14.73
2023-01-03,14,LZ_SOUTH,24.29,16.6
2023-01-03,14,LZ_WEST,24.41,16.0
2023-01-03,15,LZ_HOUSTON,19.18,15.96
2023-01-03,15,LZ_NORTH,19.39,15.0
2023-01-03,15,LZ_SOUTH,18.8,16.99
2023-01-03,15,LZ_WEST,18.94,16.9
2023-01-03,16,LZ_HOUSTON,21.87,17.16
2023-01-03,16,LZ_NORTH,21.77,15.66
2023-01-03,16,LZ_SOUTH,21.73,18.49
2023-01-03,16,LZ_WEST,20.67,17.22
2023-01-03,17,LZ_HOUSTON,13.61,19.38
2023-01-03,17,LZ_NORTH,11.23,18.14
2023-01-03,17,LZ_SOUTH,15.53,21.04
2023-01-03,17,LZ_WEST,8.02,22.27
2023-01-03,18,LZ_HOUSTON,31.92,52.56
2023-01-03,18,LZ_NORTH,31.92,52.96
2023-01-03,18,LZ_SOUTH,31.92,55.94
2023-01-03,18,LZ_WEST,31.92,65.22
2023-01-03,19,LZ_HOUSTON,34.49,40.52
2023-01-03,19,LZ_NORTH,34.49,40.34
2023-01-03,19,LZ_SOUTH,34.49,41.46
2023-01-03,19,LZ_WEST,34.49,55.22
2023-01-03,20,LZ_HOUSTON,28.44,31.62
2023-01-03,20,LZ_NORTH,28.34,31.48
2023-01-03,20,LZ_SOUTH,28.54,32.13
2023-01-03,20,LZ_WEST,31.96,43.77
2023-01-03,21,LZ_HOUSTON,23.69,29.56
2023-01-03,21,LZ_NORTH,23.66,29.42
2023-01-03,21,LZ_SOUTH,23.73,30.16
2023-01-03,21,LZ_WEST,24.9,42.13
2023-01-03,22,LZ_HOUSTON,16.46,22.85
2023-01-03,22,LZ_NORTH,16.46,22.67
2023-01-03,22,LZ_SOUTH,16.46,23.05
2023-01-03,22,LZ_WEST,16.46,32.67
2023-01-03,23,LZ_HOUSTON,19.39,18.78
2023-01-03,23,LZ_NORTH,19.39,18.68
2023-01-03,23,LZ_SOUTH,19.39,18.99
2023-01-03,23,LZ_WEST,19.39,26.85
2023-01-03,24,LZ_HOUSTON,17.64,17.51
2023-01-03,24,LZ_NORTH,17.64,17.35
2023-01-03,24,LZ_SOUTH,17.64,17.69
2023-01-03,24,LZ_WEST,17.64,26.11
2023-01-04,1,LZ_HOUSTON,21.26,15.41
2023-01-04,1,LZ_NORTH,21.26,15.36
2023-01-04,1,LZ_SOUTH,21.26,15.66
2023-01-04,1,LZ_WEST,21.26,20.28
2023-01-04,2,LZ_HOUSTON,18.33,10.75
2023-01-04,2,LZ_NORTH,18.33,10.61
2023-01-04,2,LZ_SOUTH,18.33,11.07
2023-01-04,2,LZ_WEST,18.33,15.42
2023-01-04,3,LZ_HOUSTON,16.82,10.04
2023-01-04,3,LZ_NORTH,16.82,10.05
2023-01-04,3,LZ_SOUTH,16.82,10.27
2023-01-04,3,LZ_WEST,16.82,14.82
2023-01-04,4,LZ_HOUSTON,17.49,10.05
2023-01-04,4,LZ_NORTH,17.49,10.04
2023-01-04,4,LZ_SOUTH,17.49,10.27
2023-01-04,4,LZ_WEST,17.49,15.44
2023-01-04,5,LZ_HOUSTON,18.36,12.16
2023-01-04,5,LZ_NORTH,18.36,12.18
2023-01-04,5,LZ_SOUTH,18.36,12.4
2023-01-04,5,LZ_WEST,18.32,18.95
2023-01-04,6,LZ_HOUSTON,24.56,17.78
2023-01-04,6,LZ_NORTH,24.56,17.82
2023-01-04,6,LZ_SOUTH,24.56,17.99
2023-01-04,6,LZ_WEST,24.56,24.77
2023-01-04,7,LZ_HOUSTON,36.84,28.21
2023-01-04,7,LZ_NORTH,36.84,28.33
2023-01-04,7,LZ_SOUTH,36.84,28.41
2023-01-04,7,LZ_WEST,36.84,35.06
2023-01-04,8,LZ_HOUSTON,53.56,33.98
2023-01-04,8,LZ_NORTH,53.56,34.46
2023-01-04,8,LZ_SOUTH,53.56,34.11
2023-01-04,8,LZ_WEST,53.56,40.78
2023-01-04,9,LZ_HOUSTON,29.05,22.32
2023-01-04,9,LZ_NORTH,29.05,22.72
2023-01-04,9,LZ_SOUTH,29.05,22.4
2023-01-04,9,LZ_WEST,29.05,26.75
2023-01-04,10,LZ_HOUSTON,18.8,19.34
2023-01-04,10,LZ_NORTH,18.8,19.69
2023-01-04,10,LZ_SOUTH,18.8,19.56
2023-01-04,10,LZ_WEST,18.8,21.57
2023-01-04,11,LZ_HOUSTON,16.3,17.38
2023-01-04,11,LZ_NORTH,17.34,17.32
2023-01-04,11,LZ_SOUTH,15.84,17.85
2023-01-04,11,LZ_WEST,15.7,16.7
2023-01-04,12,LZ_HOUSTON,12.94,16.59
2023-01-04,12,LZ_NORTH,13.66,16.23
2023-01-04,12,LZ_SOUTH,12.67,17.56
2023-01-04,12,LZ_WEST,12.15,16.4
2023-01-04,13,LZ_HOUSTON,14.97,16.69
2023-01-04,13,LZ_NORTH,17.1,16.08
2023-01-04,13,LZ_SOUTH,13.83,18.39
2023-01-04,13,LZ_WEST,13.05,16.67
2023-01-04,14,LZ_HOUSTON,14.56,16.61
2023-01-04,14,LZ_NORTH,15.29,16.25
2023-01-04,14,LZ_SOUTH,14.22,19.49
2023-01-04,14,LZ_WEST,13.01,17.34
2023-01-04,15,LZ_HOUSTON,0.44,17.58
2023-01-04,15,LZ_NORTH,0.62,16.97
2023-01-04,15,LZ_SOUTH,0.36,20.51
2023-01-04,15,LZ_WEST,0.31,18.94
2023-01-04,16,LZ_HOUSTON,3.17,18.93
2023-01-04,16,LZ_NORTH,2.05,18.81
2023-01-04,16,LZ_SOUTH,4.19,21.87
2023-01-04,16,LZ_WEST,-0.04,22.91
2023-01-04,17,LZ_HOUSTON,9.82,28.63
2023-01-04,17,LZ_NORTH,6.68,28.5
2023-01-04,17,LZ_SOUTH,12.59,29.68
2023-01-04,17,LZ_WEST,1.4,38.77
2023-01-04,18,LZ_HOUSTON,20.67,40.4
2023-01-04,18,LZ_NORTH,20.67,39.77
2023-01-04,18,LZ_SOUTH,20.67,42.21
2023-01-04,18,LZ_WEST,20.67,74.54
2023-01-04,19,LZ_HOUSTON,39.93,41.57
2023-01-04,19,LZ_NORTH,38.66,40.62
2023-01-04,19,LZ_SOUTH,41.22,42.72
2023-01-04,19,LZ_WEST,88.17,90.1
2023-01-04,20,LZ_HOUSTON,30.8,35.0
2023-01-04,20,LZ_NORTH,29.61,34.28
2023-01-04,20,LZ_SOUTH,32.03,35.93
2023-01-04,20,LZ_WEST,76.02,73.33
2023-01-04,21,LZ_HOUSTON,28.15,33.53
2023-01-04,21,LZ_NORTH,26.76,32.87
2023-01-04,21,LZ_SOUTH,29.6,34.38
2023-01-04,21,LZ_WEST,80.67,68.97
2023-01-04,22,LZ_HOUSTON,25.94,29.53
2023-01-04,22,LZ_NORTH,25.14,28.91
2023-01-04,22,LZ_SOUTH,26.76,30.31
2023-01-04,22,LZ_WEST,54.49,62.67
2023-01-04,23,LZ_HOUSTON,24.57,25.92
2023-01-04,23,LZ_NORTH,23.88,25.29
2023-01-04,23,LZ_SOUTH,25.28,26.72
2023-01-04,23,LZ_WEST,50.06,53.66
2023-01-04,24,LZ_HOUSTON,21.31,24.35
2023-01-04,24,LZ_NORTH,21.17,23.83
2023-01-04,24,LZ_SOUTH,21.46,25.04
2023-01-04,24,LZ_WEST,26.51,52.42
2023-01-05,1,LZ_HOUSTON,26.31,27.47
2023-01-05,1,LZ_NORTH,24.66,26.88
2023-01-05,1,LZ_SOUTH,27.98,28.11
2023-01-05,1,LZ_WEST,87.64,58.21
2023-01-05,2,LZ_HOUSTON,26.29,24.23
2023-01-05,2,LZ_NORTH,26.29,23.69
2023-01-05,2,LZ_SOUTH,26.29,24.83
2023-01-05,2,LZ_WEST,26.29,53.53
2023-01-05,3,LZ_HOUSTON,29.54,24.6
2023-01-05,3,LZ_NORTH,29.11,24.04
2023-01-05,3,LZ_SOUTH,29.97,25.22
2023-01-05,3,LZ_WEST,45.07,55.51
2023-01-05,4,LZ_HOUSTON,28.83,26.72
2023-01-05,4,LZ_NORTH,28.54,26.11
2023-01-05,4,LZ_SOUTH,29.14,27.41
2023-01-05,4,LZ_WEST,39.68,62.48
2023-01-05,5,LZ_HOUSTON,30.13,27.74
2023-01-05,5,LZ_NORTH,29.1,26.97
2023-01-05,5,LZ_SOUTH,31.19,28.6
2023-01-05,5,LZ_WEST,69.47,67.38
2023-01-05,6,LZ_HOUSTON,28.64,34.29
2023-01-05,6,LZ_NORTH,28.61,33.32
2023-01-05,6,LZ_SOUTH,29.01,35.38
2023-01-05,6,LZ_WEST,69.96,83.37
2023-01-05,7,LZ_HOUSTON,40.86,73.86
2023-01-05,7,LZ_NORTH,39.43,72.88
2023-01-05,7,LZ_SOUTH,41.43,75.04
2023-01-05,7,LZ_WEST,122.68,124.98
2023-01-05,8,LZ_HOUSTON,54.39,81.2
2023-01-05,8,LZ_NORTH,56.63,80.17
2023-01-05,8,LZ_SOUTH,48.57,82.4
2023-01-05,8,LZ_WEST,204.22,129.43
2023-01-05,9,LZ_HOUSTON,41.22,34.92
2023-01-05,9,LZ_NORTH,41.57,34.01
2023-01-05,9,LZ_SOUTH,37.48,35.88
2023-01-05,9,LZ_WEST,188.64,68.33
2023-01-05,10,LZ_HOUSTON,30.32,27.69
2023-01-05,10,LZ_NORTH,29.16,27.62
2023-01-05,10,LZ_SOUTH,31.55,27.76
2023-01-05,10,LZ_WEST,71.98,33.83
2023-01-05,11,LZ_HOUSTON,32.03,27.11
2023-01-05,11,LZ_NORTH,32.14,27.06
2023-01-05,11,LZ_SOUTH,32.23,27.15
2023-01-05,11,LZ_WEST,32.15,33.03
2023-01-05,12,LZ_HOUSTON,29.18,25.33
2023-01-05,12,LZ_NORTH,29.25,25.28
2023-01-05,12,LZ_SOUTH,29.32,25.36
2023-01-05,12,LZ_WEST,29.26,30.29
2023-01-05,13,LZ_HOUSTON,25.82,24.8
2023-01-05,13,LZ_NORTH,25.85,24.74
2023-01-05,13,LZ_SOUTH,25.88,24.84
2023-01-05,13,LZ_WEST,25.85,30.11
2023-01-05,14,LZ_HOUSTON,26.63,22.1
2023-01-05,14,LZ_NORTH,26.67,22.09
2023-01-05,14,LZ_SOUTH,26.71,22.12
2023-01-05,14,LZ_WEST,26.67,27.22
2023-01-05,15,LZ_HOUSTON,23.81,21.36
2023-01-05,15,LZ_NORTH,23.89,21.32
2023-01-05,15,LZ_SOUTH,24.14,21.4
2023-01-05,15,LZ_WEST,23.91,26.67
2023-01-05,16,LZ_HOUSTON,21.96,21.46
2023-01-05,16,LZ_NORTH,21.96,21.45
2023-01-05,16,LZ_SOUTH,21.96,21.55
2023-01-05,16,LZ_WEST,21.96,26.41
2023-01-05,17,LZ_HOUSTON,23.95,25.83
2023-01-05,17,LZ_NORTH,23.95,25.82
2023-01-05,17,LZ_SOUTH,23.95,25.86
2023-01-05,17,LZ_WEST,23.95,31.88
2023-01-05,18,LZ_HOUSTON,52.11,54.53
2023-01-05,18,LZ_NORTH,52.11,54.55
2023-01-05,18,LZ_SOUTH,52.11,54.5
2023-01-05,18,LZ_WEST,52.11,68.05
2023-01-05,19,LZ_HOUSTON,42.38,32.61
2023-01-05,19,LZ_NORTH,42.38,31.94
2023-01-05,19,LZ_SOUTH,42.38,33.25
2023-01-05,19,LZ_WEST,42.38,58.28
2023-01-05,20,LZ_HOUSTON,33.53,24.36
2023-01-05,20,LZ_NORTH,31.7,23.82
2023-01-05,20,LZ_SOUTH,35.43,25.03
2023-01-05,20,LZ_WEST,103.36,42.39
2023-01-05,21,LZ_HOUSTON,32.91,21.84
2023-01-05,21,LZ_NORTH,32.91,22.37
2023-01-05,21,LZ_SOUTH,32.91,23.06
2023-01-05,21,LZ_WEST,32.91,33.73
2023-01-05,22,LZ_HOUSTON,19.22,20.94
2023-01-05,22,LZ_NORTH,19.22,20.75
2023-01-05,22,LZ_SOUTH,19.22,22.05
2023-01-05,22,LZ_WEST,19.22,28.62
2023-01-05,23,LZ_HOUSTON,18.09,20.15
2023-01-05,23,LZ_NORTH,17.6,20.0
2023-01-05,23,LZ_SOUTH,18.52,20.36
2023-01-05,23,LZ_WEST,16.85,23.01
2023-01-05,24,LZ_HOUSTON,17.68,15.14
2023-01-05,24,LZ_NORTH,17.1,15.09
2023-01-05,24,LZ_SOUTH,17.95,14.77
2023-01-05,24,LZ_WEST,7.72,17.93
2023-01-06,1,LZ_HOUSTON,13.25,10.63
2023-01-06,1,LZ_NORTH,7.88,9.58
2023-01-06,1,LZ_SOUTH,18.07,10.94
2023-01-06,1,LZ_WEST,-0.82,9.87
2023-01-06,2,LZ_HOUSTON,8.85,9.03
2023-01-06,2,LZ_NORTH,8.3,8.26
2023-01-06,2,LZ_SOUTH,9.14,9.6
2023-01-06,2,LZ_WEST,0.17,8.43
2023-01-06,3,LZ_HOUSTON,1.37,11.01
2023-01-06,3,LZ_NORTH,1.35,10.1
2023-01-06,3,LZ_SOUTH,1.43,11.11
2023-01-06,3,LZ_WEST,-0.33,11.19
2023-01-06,4,LZ_HOUSTON,14.19,11.45
2023-01-06,4,LZ_NORTH,14.17,10.7
2023-01-06,4,LZ_SOUTH,13.94,11.72
2023-01-06,4,LZ_WEST,1.08,11.86
2023-01-06,5,LZ_HOUSTON,16.26,15.3
2023-01-06,5,LZ_NORTH,15.83,14.71
2023-01-06,5,LZ_SOUTH,16.75,16.03
2023-01-06,5,LZ_WEST,6.78,16.46
2023-01-06,6,LZ_HOUSTON,16.95,23.21
2023-01-06,6,LZ_NORTH,17.65,22.87
2023-01-06,6,LZ_SOUTH,16.62,23.34
2023-01-06,6,LZ_WEST,14.15,24.13
2023-01-06,7,LZ_HOUSTON,24.99,36.29
2023-01-06,7,LZ_NORTH,26.53,36.06
2023-01-06,7,LZ_SOUTH,24.33,36.86
2023-01-06,7,LZ_WEST,24.1,36.35
2023-01-06,8,LZ_HOUSTON,31.37,33.65
2023-01-06,8,LZ_NORTH,33.4,33.93
2023-01-06,8,LZ_SOUTH,30.04,32.89
2023-01-06,8,LZ_WEST,30.32,29.54
2023-01-06,9,LZ_HOUSTON,18.39,33.4
2023-01-06,9,LZ_NORTH,20.36,33.5
2023-01-06,9,LZ_SOUTH,14.97,32.99
2023-01-06,9,LZ_WEST,19.48,26.01
2023-01-06,10,LZ_HOUSTON,18.67,26.5
2023-01-06,10,LZ_NORTH,19.61,26.21
2023-01-06,10,LZ_SOUTH,17.67,26.62
2023-01-06,10,LZ_WEST,0.51,10.88
2023-01-06,11,LZ_HOUSTON,9.13,18.52
2023-01-06,11,LZ_NORTH,12.77,18.62
2023-01-06,11,LZ_SOUTH,6.68,16.77
