Date,Hour Ending,HOUSTON_DA_Forecast,HOUSTON_RT_Actual,NORTH_DA_Forecast,NORTH_RT_Actual,SOUTH_DA_Forecast,SOUTH_RT_Actual,WEST_DA_Forecast,WEST_RT_Actual
01-03-2022,9,1875.1349999999998,1532.4105,1875.1349999999998,1532.4105,3750.2699999999995,3064.821,4375.315,3575.6245
01-03-2022,10,2214.99,1859.8725,2214.99,1859.8725,4429.98,3719.745,5168.3099999999995,4339.702499999999
01-03-2022,11,2110.98,1696.2224999999999,2110.98,1696.2224999999999,4221.96,3392.4449999999997,4925.62,3957.8524999999995
01-03-2022,12,1990.98,1791.8564999999999,1990.98,1791.8564999999999,3981.96,3583.7129999999997,4645.62,4180.9985
01-03-2022,13,2137.7999999999997,1961.1,2137.7999999999997,1961.1,4275.599999999999,3922.2,4988.2,4575.9
01-03-2022,14,2212.095,2091.7709999999997,2212.095,2091.7709999999997,4424.19,4183.5419999999995,5161.554999999999,4880.798999999999
01-03-2022,15,2370.5699999999997,2254.641,2370.5699999999997,2254.641,4741.139999999999,4509.282,5531.329999999999,5260.829
01-03-2022,16,2344.2,2380.9829999999997,2344.2,2380.9829999999997,4688.4,4761.965999999999,5469.799999999999,5555.6269999999995
01-03-2022,17,2072.6699999999996,2057.3505,2072.6699999999996,2057.3505,4145.339999999999,4114.701,4836.23,4800.4845
01-03-2022,18,1775.055,1529.739,1775.055,1529.739,3550.11,3059.478,4141.795,3569.391
01-03-2022,19,2111.625,1998.9824999999998,2111.625,1998.9824999999998,4223.25,3997.9649999999997,4927.125,4664.2925
01-03-2022,20,2570.0699999999997,2661.8925,2570.0699999999997,2661.8925,5140.139999999999,5323.785,5996.829999999999,6211.0824999999995
01-03-2022,21,2955.36,3083.5634999999997,2955.36,3083.5634999999997,5910.72,6167.1269999999995,6895.84,7194.9815
01-03-2022,22,3201.525,3108.4064999999996,3201.525,3108.4064999999996,6403.05,6216.812999999999,7470.224999999999,7252.9484999999995
01-03-2022,23,3344.0699999999997,3099.735,3344.0699999999997,3099.735,6688.139999999999,6199.47,7802.829999999999,7232.715
01-03-2022,24,3397.515,3091.7745,3397.515,3091.7745,6795.03,6183.549,7927.534999999999,7214.1405
01-04-2022,1,3393.255,3070.1564999999996,3393.255,3070.1564999999996,6786.51,6140.312999999999,7917.594999999999,7163.6984999999995
01-04-2022,2,3372.75,3033.7709999999997,3372.75,3033.7709999999997,6745.5,6067.5419999999995,7869.749999999999,7078.798999999999
01-04-2022,3,3307.275,2951.1614999999997,3307.275,2951.1614999999997,6614.55,5902.322999999999,7716.974999999999,6886.0435
01-04-2022,4,3230.9100000000003,2889.72,3230.9100000000003,2889.72,6461.820000000001,5779.44,7538.79,6742.679999999999
01-04-2022,5,3165.015,2902.7565,3165.015,2902.7565,6330.03,5805.513,7385.034999999999,6773.098499999999
01-04-2022,6,3132.6899999999996,2988.174,3132.6899999999996,2988.174,6265.379999999999,5976.348,7309.609999999999,6972.406
01-04-2022,7,3109.38,2970.1394999999998,3109.38,2970.1394999999998,6218.76,5940.2789999999995,7255.219999999999,6930.3255
01-04-2022,8,3091.23,2938.9455000000003,3091.23,2938.9455000000003,6182.46,5877.8910000000005,7212.87,6857.5395
01-04-2022,9,3234.96,2993.2215,3234.96,2993.2215,6469.92,5986.443,7548.24,6984.1835
01-04-2022,10,3691.485,3056.613,3691.485,3056.613,7382.97,6113.226,8613.465,7132.096999999999
01-04-2022,11,3668.61,3131.5155,3668.61,3131.5155,7337.22,6263.031,8560.09,7306.8695
01-04-2022,12,3607.4100000000003,3280.0784999999996,3607.4100000000003,3280.0784999999996,7214.820000000001,6560.156999999999,8417.29,7653.516499999999
01-04-2022,13,3637.3199999999997,3310.185,3637.3199999999997,3310.185,7274.639999999999,6620.37,8487.08,7723.765
01-04-2022,14,3677.3399999999997,3298.7835,3677.3399999999997,3298.7835,7354.679999999999,6597.567,8580.46,7697.161499999999
01-04-2022,15,3746.5199999999995,3246.1875,3746.5199999999995,3246.1875,7493.039999999999,6492.375,8741.88,7574.437499999999
01-04-2022,16,3595.335,3212.7345,3595.335,3212.7345,7190.67,6425.469,8389.115,7496.380499999999
01-04-2022,17,3093.735,3004.359,3093.735,3004.359,6187.47,6008.718,7218.715,7010.171
01-04-2022,18,2523.12,2236.905,2523.12,2236.905,5046.24,4473.81,5887.28,5219.445
01-04-2022,19,2485.305,2213.2079999999996,2485.305,2213.2079999999996,4970.61,4426.415999999999,5799.045,5164.151999999999
01-04-2022,20,2529.6749999999997,2568.9044999999996,2529.6749999999997,2568.9044999999996,5059.349999999999,5137.808999999999,5902.575,5994.110499999999
01-04-2022,21,2464.23,2682.18,2464.23,2682.18,4928.46,5364.36,5749.87,6258.42
01-04-2022,22,2443.185,2670.15,2443.185,2670.15,4886.37,5340.3,5700.764999999999,6230.349999999999
01-04-2022,23,2425.365,2618.1465000000003,2425.365,2618.1465000000003,4850.73,5236.293000000001,5659.1849999999995,6109.0085
01-04-2022,24,2362.44,2411.163,2362.44,2411.163,4724.88,4822.326,5512.36,5626.047
01-05-2022,1,2313.21,2278.839,2313.21,2278.839,4626.42,4557.678,5397.49,5317.291
01-05-2022,2,2341.665,2214.7515,2341.665,2214.7515,4683.33,4429.503,5463.885,5167.7535
01-05-2022,3,2295.615,2195.0744999999997,2295.615,2195.0744999999997,4591.23,4390.148999999999,5356.4349999999995,5121.840499999999
01-05-2022,4,2317.4849999999997,2453.6085,2317.4849999999997,2453.6085,4634.969999999999,4907.217,5407.464999999999,5725.086499999999
01-05-2022,5,2315.8199999999997,2603.2274999999995,2315.8199999999997,2603.2274999999995,4631.639999999999,5206.454999999999,5403.579999999999,6074.197499999999
01-05-2022,6,2271.915,2676.3269999999998,2271.915,2676.3269999999998,4543.83,5352.6539999999995,5301.135,6244.763
01-05-2022,7,2204.43,2729.5455,2204.43,2729.5455,4408.86,5459.091,5143.67,6368.9395
01-05-2022,8,2163.3599999999997,2756.1929999999998,2163.3599999999997,2756.1929999999998,4326.719999999999,5512.3859999999995,5047.839999999999,6431.116999999999
01-05-2022,9,2195.7,2815.2465,2195.7,2815.2465,4391.4,5630.493,5123.299999999999,6568.9085000000005
01-05-2022,10,2413.935,2938.9365,2413.935,2938.9365,4827.87,5877.873,5632.514999999999,6857.518499999999
01-05-2022,11,2219.5499999999997,2641.8885,2219.5499999999997,2641.8885,4439.099999999999,5283.777,5178.95,6164.4065
01-05-2022,12,2058.4199999999996,2118.9764999999998,2058.4199999999996,2118.9764999999998,4116.839999999999,4237.9529999999995,4802.98,4944.278499999999
01-05-2022,13,1903.125,1693.011,1903.125,1693.011,3806.25,3386.022,4440.625,3950.3589999999995
01-05-2022,14,1788.03,1474.317,1788.03,1474.317,3576.06,2948.634,4172.07,3440.073
01-05-2022,15,1737.09,1474.635,1737.09,1474.635,3474.18,2949.27,4053.21,3440.8149999999996
01-05-2022,16,1669.155,1503.6135,1669.155,1503.6135,3338.31,3007.227,3894.695,3508.4314999999997
01-05-2022,17,1332.945,1402.767,1332.945,1402.767,2665.89,2805.534,3110.2049999999995,3273.123
01-05-2022,18,855.03,835.5705,855.03,835.5705,1710.06,1671.141,1995.0699999999997,1949.6644999999999
01-05-2022,19,806.265,844.2495,806.265,844.2495,1612.53,1688.499,1881.285,1969.9154999999998
01-05-2022,20,997.53,977.3489999999999,997.53,977.3489999999999,1995.06,1954.6979999999999,2327.5699999999997,2280.4809999999998
01-05-2022,21,1195.89,1188.8325,1195.89,1188.8325,2391.78,2377.665,2790.41,2773.9425
01-05-2022,22,1428.435,1435.9365,1428.435,1435.9365,2856.87,2871.873,3333.015,3350.5184999999997
01-05-2022,23,1725.255,1780.2255,1725.255,1780.2255,3450.51,3560.451,4025.595,4153.8595
01-05-2022,24,1948.56,2137.533,1948.56,2137.533,3897.12,4275.066,4546.639999999999,4987.576999999999
01-06-2022,1,2093.58,2221.4685,2093.58,2221.4685,4187.16,4442.937,4885.0199999999995,5183.4265
01-06-2022,2,2173.3199999999997,2302.158,2173.3199999999997,2302.158,4346.639999999999,4604.316,5071.079999999999,5371.701999999999
01-06-2022,3,2245.68,2374.5209999999997,2245.68,2374.5209999999997,4491.36,4749.0419999999995,5239.92,5540.548999999999
01-06-2022,4,2322.66,2239.59,2322.66,2239.59,4645.32,4479.18,5419.54,5225.71
01-06-2022,5,2461.185,2484.8354999999997,2461.185,2484.8354999999997,4922.37,4969.670999999999,5742.765,5797.9495
01-06-2022,6,2598.105,2736.2745,2598.105,2736.2745,5196.21,5472.549,6062.245,6384.6405
01-06-2022,7,2759.955,2931.3405,2759.955,2931.3405,5519.91,5862.681,6439.8949999999995,6839.7945
01-06-2022,8,2937.255,3048.9345,2937.255,3048.9345,5874.51,6097.869,6853.595,7114.1804999999995
01-06-2022,9,3226.2149999999997,3137.1764999999996,3226.2149999999997,3137.1764999999996,6452.429999999999,6274.352999999999,7527.834999999999,7320.078499999999
01-06-2022,10,3633.075,3190.5989999999997,3633.075,3190.5989999999997,7266.15,6381.197999999999,8477.175,7444.731
01-06-2022,11,3413.025,3206.5229999999997,3413.025,3206.5229999999997,6826.05,6413.045999999999,7963.724999999999,7481.887
01-06-2022,12,2832.255,3161.0024999999996,2832.255,3161.0024999999996,5664.51,6322.004999999999,6608.595,7375.672499999999
01-06-2022,13,2418.63,3056.832,2418.63,3056.832,4837.26,6113.664,5643.47,7132.608
01-06-2022,14,2034.225,2631.7605,2034.225,2631.7605,4068.45,5263.521,4746.525,6140.7744999999995
01-06-2022,15,1842.855,2262.834,1842.855,2262.834,3685.71,4525.668,4299.995,5279.946
01-06-2022,16,1734.48,2061.3675,1734.48,2061.3675,3468.96,4122.735,4047.12,4809.8575
01-06-2022,17,1383.135,1675.6844999999998,1383.135,1675.6844999999998,2766.27,3351.3689999999997,3227.3149999999996,3909.9304999999995
01-06-2022,18,964.8599999999999,1073.6039999999998,964.8599999999999,1073.6039999999998,1929.7199999999998,2147.2079999999996,2251.3399999999997,2505.0759999999996
01-06-2022,19,1032.645,1100.2095,1032.645,1100.2095,2065.29,2200.419,2409.505,2567.1555
01-06-2022,20,1293.45,1318.0199999999998,1293.45,1318.0199999999998,2586.9,2636.0399999999995,3018.0499999999997,3075.3799999999997
01-06-2022,21,1475.925,1434.7050000000002,1475.925,1434.7050000000002,2951.85,2869.4100000000003,3443.825,3347.645
01-06-2022,22,1577.1449999999998,1507.8825,1577.1449999999998,1507.8825,3154.2899999999995,3015.765,3680.0049999999997,3518.3924999999995
01-06-2022,23,1609.245,1466.562,1609.245,1466.562,3218.49,2933.124,3754.9049999999993,3421.9779999999996
01-06-2022,24,1622.265,1434.7965,1622.265,1434.7965,3244.53,2869.593,3785.285,3347.8585
01-07-2022,1,1640.55,1386.3719999999998,1640.55,1386.3719999999998,3281.1,2772.7439999999997,3827.95,3234.8679999999995
01-07-2022,2,1646.61,1364.4885,1646.61,1364.4885,3293.22,2728.977,3842.0899999999997,3183.8064999999997
01-07-2022,3,1672.695,1346.7959999999998,1672.695,1346.7959999999998,3345.39,2693.5919999999996,3902.9549999999995,3142.5239999999994
01-07-2022,4,1712.85,1291.6995,1712.85,1291.6995,3425.7,2583.399,3996.6499999999996,3013.9655
01-07-2022,5,1745.5349999999999,1299.717,1745.5349999999999,1299.717,3491.0699999999997,2599.434,4072.9149999999995,3032.6730000000002
01-07-2022,6,1778.5949999999998,1342.7579999999998,1778.5949999999998,1342.7579999999998,3557.1899999999996,2685.5159999999996,4150.054999999999,3133.1019999999994
01-07-2022,7,1737.5849999999998,1332.1454999999999,1737.5849999999998,1332.1454999999999,3475.1699999999996,2664.2909999999997,4054.365,3108.3394999999996
01-07-2022,8,1779.435,1336.59,1779.435,1336.59,3558.87,2673.18,4152.014999999999,3118.71
01-07-2022,9,1985.79,1488.3075,1985.79,1488.3075,3971.58,2976.615,4633.51,3472.7174999999997
01-07-2022,10,2521.755,1800.729,2521.755,1800.729,5043.51,3601.458,5884.095,4201.701
01-07-2022,11,2607.1949999999997,1870.116,2607.1949999999997,1870.116,5214.389999999999,3740.232,6083.454999999999,4363.604
01-07-2022,12,2580.51,1963.4895,2580.51,1963.4895,5161.02,3926.979,6021.1900000000005,4581.4755
01-07-2022,13,2648.9399999999996,2169.4455,2648.9399999999996,2169.4455,5297.879999999999,4338.891,6180.859999999999,5062.0395
01-07-2022,14,2781.9,2396.721,2781.9,2396.721,5563.8,4793.442,6491.099999999999,5592.348999999999
01-07-2022,15,2999.7899999999995,2555.979,2999.7899999999995,2555.979,5999.579999999999,5111.958,6999.509999999999,5963.951
01-07-2022,16,3171.645,2690.8365,3171.645,2690.8365,6343.29,5381.673,7400.504999999999,6278.6185
01-07-2022,17,3034.6949999999997,2657.085,3034.6949999999997,2657.085,6069.389999999999,5314.17,7080.954999999999,6199.865
01-07-2022,18,2795.52,2263.737,2795.52,2263.737,5591.04,4527.474,6522.879999999999,5282.053
01-07-2022,19,2937.72,2587.8075,2937.72,2587.8075,5875.44,5175.615,6854.679999999999,6038.2175
01-07-2022,20,3170.9399999999996,2948.757,3170.9399999999996,2948.757,6341.879999999999,5897.514,7398.859999999999,6880.433
01-07-2022,21,3353.8199999999997,2937.177,3353.8199999999997,2937.177,6707.639999999999,5874.354,7825.579999999999,6853.413
01-07-2022,22,3461.625,2959.6755,3461.625,2959.6755,6923.25,5919.351,8077.124999999999,6905.909499999999
01-07-2022,23,3471.6,2945.31,3471.6,2945.31,6943.2,5890.62,8100.4,6872.39
01-07-2022,24,3464.805,2931.321,3464.805,2931.321,6929.61,5862.642,8084.545,6839.749
01-08-2022,1,3457.4399999999996,2907.4995000000004,3457.4399999999996,2907.4995000000004,6914.879999999999,5814.999000000001,8067.359999999999,6784.1655
01-08-2022,2,3413.73,2880.9,3413.73,2880.9,6827.46,5761.8,7965.37,6722.099999999999
01-08-2022,3,3361.365,2873.628,3361.365,2873.628,6722.73,5747.256,7843.184999999999,6705.132
01-08-2022,4,3288.93,2867.124,3288.93,2867.124,6577.86,5734.248,7674.17,6689.955999999999
01-08-2022,5,3034.5449999999996,2864.8034999999995,3034.5449999999996,2864.8034999999995,6069.089999999999,5729.606999999999,7080.605,6684.541499999999
01-08-2022,6,2960.115,2817.03,2960.115,2817.03,5920.23,5634.06,6906.9349999999995,6573.07
01-08-2022,7,2870.8199999999997,2702.457,2870.8199999999997,2702.457,5741.639999999999,5404.914,6698.579999999999,6305.733
01-08-2022,8,2784.5699999999997,2645.7360000000003,2784.5699999999997,2645.7360000000003,5569.139999999999,5291.472000000001,6497.329999999999,6173.384
01-08-2022,9,2788.485,2824.6139999999996,2788.485,2824.6139999999996,5576.97,5649.227999999999,6506.465,6590.765999999999
01-08-2022,10,3083.01,2825.5695,3083.01,2825.5695,6166.02,5651.139,7193.69,6592.9955
01-08-2022,11,3084.7949999999996,2857.125,3084.7949999999996,2857.125,6169.589999999999,5714.25,7197.855,6666.625
01-08-2022,12,3016.38,2864.6655,3016.38,2864.6655,6032.76,5729.331,7038.22,6684.2195
01-08-2022,13,3074.9249999999997,2873.6189999999997,3074.9249999999997,2873.6189999999997,6149.849999999999,5747.237999999999,7174.825,6705.110999999999
01-08-2022,14,3137.46,2833.3709999999996,3137.46,2833.3709999999996,6274.92,5666.741999999999,7320.74,6611.199
01-08-2022,15,3223.4249999999997,2820.4845,3223.4249999999997,2820.4845,6446.849999999999,5640.969,7521.325,6581.130499999999
01-08-2022,16,3185.0699999999997,2820.777,3185.0699999999997,2820.777,6370.139999999999,5641.554,7431.829999999999,6581.813
01-08-2022,17,2802.765,2724.0735,2802.765,2724.0735,5605.53,5448.147,6539.784999999999,6356.1715
01-08-2022,18,2305.71,2057.0474999999997,2305.71,2057.0474999999997,4611.42,4114.094999999999,5379.99,4799.777499999999
01-08-2022,19,2356.71,1866.993,2356.71,1866.993,4713.42,3733.986,5498.99,4356.317
01-08-2022,20,2568.705,2069.0115,2568.705,2069.0115,5137.41,4138.023,5993.6449999999995,4827.693499999999
01-08-2022,21,2816.265,2366.9835,2816.265,2366.9835,5632.53,4733.967,6571.284999999999,5522.961499999999
01-08-2022,22,2885.055,2592.6945,2885.055,2592.6945,5770.11,5185.389,6731.795,6049.6205
01-08-2022,23,2858.685,2759.4525,2858.685,2759.4525,5717.37,5518.905,6670.265,6438.722499999999
01-08-2022,24,2882.28,2657.922,2882.28,2657.922,5764.56,5315.844,6725.32,6201.817999999999
01-09-2022,1,2869.185,2547.0555,2869.185,2547.0555,5738.37,5094.111,6694.765,5943.129499999999
01-09-2022,2,2789.385,2579.544,2789.385,2579.544,5578.77,5159.088,6508.5650000000005,6018.936
01-09-2022,3,2753.31,2721.906,2753.31,2721.906,5506.62,5443.812,6424.39,6351.114
01-09-2022,4,2809.62,2863.284,2809.62,2863.284,5619.24,5726.568,6555.78,6680.996
01-09-2022,5,2913.4199999999996,2921.076,2913.4199999999996,2921.076,5826.839999999999,5842.152,6797.98,6815.844
01-09-2022,6,3001.845,3034.632,3001.845,3034.632,6003.69,6069.264,7004.304999999999,7080.808
01-09-2022,7,3079.8149999999996,3069.1919999999996,3079.8149999999996,3069.1919999999996,6159.629999999999,6138.383999999999,7186.234999999999,7161.447999999999
01-09-2022,8,3170.1749999999997,3082.1265,3170.1749999999997,3082.1265,6340.349999999999,6164.253,7397.075,7191.628499999999
01-09-2022,9,3299.5499999999997,3097.125,3299.5499999999997,3097.125,6599.099999999999,6194.25,7698.95,7226.624999999999
01-09-2022,10,3657.87,3061.1955000000003,3657.87,3061.1955000000003,7315.74,6122.3910000000005,8535.029999999999,7142.7895
01-09-2022,11,3809.2949999999996,3120.1575,3809.2949999999996,3120.1575,7618.589999999999,6240.315,8888.355,7280.367499999999
01-09-2022,12,3730.2,3193.0605,3730.2,3193.0605,7460.4,6386.121,8703.8,7450.474499999999
01-09-2022,13,3583.995,3150.036,3583.995,3150.036,7167.99,6300.072,8362.654999999999,7350.084
01-09-2022,14,3501.375,3213.732,3501.375,3213.732,7002.75,6427.464,8169.874999999999,7498.708
01-09-2022,15,3320.325,3136.1699999999996,3320.325,3136.1699999999996,6640.65,6272.339999999999,7747.424999999999,7317.73
01-09-2022,16,3198.555,3089.0054999999998,3198.555,3089.0054999999998,6397.11,6178.0109999999995,7463.295,7207.679499999999
01-09-2022,17,3037.455,2873.553,3037.455,2873.553,6074.91,5747.106,7087.3949999999995,6704.956999999999
01-09-2022,18,2721.36,2484.615,2721.36,2484.615,5442.72,4969.23,6349.84,5797.4349999999995
01-09-2022,19,2590.95,2340.006,2590.95,2340.006,5181.9,4680.012,6045.549999999999,5460.014
01-09-2022,20,2682.15,2473.1685,2682.15,2473.1685,5364.3,4946.337,6258.349999999999,5770.7265
01-09-2022,21,2697.1949999999997,2483.304,2697.1949999999997,2483.304,5394.389999999999,4966.608,6293.454999999999,5794.376
01-09-2022,22,2711.205,2594.5245,2711.205,2594.5245,5422.41,5189.049,6326.1449999999995,6053.8905
01-09-2022,23,2607.6749999999997,2436.1845,2607.6749999999997,2436.1845,5215.349999999999,4872.369,6084.575,5684.4304999999995
01-09-2022,24,2446.71,2302.5495,2446.71,2302.5495,4893.42,4605.099,5708.99,5372.6155
01-10-2022,1,2262.27,2214.1095,2262.27,2214.1095,4524.54,4428.219,5278.629999999999,5166.255499999999
01-10-2022,2,2125.845,2156.691,2125.845,2156.691,4251.69,4313.382,4960.304999999999,5032.2789999999995
01-10-2022,3,1996.11,2106.255,1996.11,2106.255,3992.22,4212.51,4657.589999999999,4914.595
01-10-2022,4,1907.0249999999999,2063.0505,1907.0249999999999,2063.0505,3814.0499999999997,4126.101,4449.724999999999,4813.7845
01-10-2022,5,1801.8449999999998,1767.8204999999998,1801.8449999999998,1767.8204999999998,3603.6899999999996,3535.6409999999996,4204.304999999999,4124.9145
01-10-2022,6,1688.37,1699.7925,1688.37,1699.7925,3376.74,3399.585,3939.5299999999993,3966.1825
01-10-2022,7,1577.2949999999998,1663.6694999999997,1577.2949999999998,1663.6694999999997,3154.5899999999997,3327.3389999999995,3680.3549999999996,3881.8954999999996
01-10-2022,8,1499.505,1422.2160000000001,1499.505,1422.2160000000001,2999.01,2844.4320000000002,3498.8450000000003,3318.504
01-10-2022,9,1517.73,1345.329,1517.73,1345.329,3035.46,2690.658,3541.37,3139.101
01-10-2022,10,1874.925,1410.192,1874.925,1410.192,3749.85,2820.384,4374.825,3290.448
01-10-2022,11,1884.36,1375.0964999999999,1884.36,1375.0964999999999,3768.72,2750.1929999999998,4396.839999999999,3208.5584999999996
01-10-2022,12,1828.155,1409.3835,1828.155,1409.3835,3656.31,2818.767,4265.695,3288.5615
01-10-2022,13,1795.485,1308.2775,1795.485,1308.2775,3590.97,2616.555,4189.464999999999,3052.6475
01-10-2022,14,1766.745,1287.9569999999999,1766.745,1287.9569999999999,3533.49,2575.9139999999998,4122.405,3005.2329999999997
